Image_ID,File_Name,GT_Total_Px,GT_Limb_Px,GT_Eroded_Annulus_Px,Dice_093_Whole,Rec_093_Whole,Dice_093_Limb,Rec_093_Limb,Dice_097_Whole,Rec_097_Whole,Dice_097_Limb,Rec_097_Limb,Dice_100_Whole,Rec_100_Whole,Dice_100_Limb,Rec_100_Limb
010401-20160403170114Mh,20160403170114Mh.jpeg,565,0,0,0.5525,0.4513,1.0000,0.0000,0.5507,0.4372,1.0000,0.0000,0.5444,0.4283,1.0000,0.0000
010103-20140604195854Bh,20140604195854Bh.jpeg,389,0,0,0.7015,0.6735,1.0000,0.0000,0.6835,0.5913,1.0000,0.0000,0.6489,0.5321,1.0000,0.0000
020101-20170801164710Mh,20170801164710Mh.jpeg,621,0,0,0.4394,0.2979,1.0000,0.0000,0.4197,0.2818,1.0000,0.0000,0.4287,0.2882,1.0000,0.0000
010402-20170927143450Bh,20170927143450Bh.jpeg,240,0,0,0.7154,0.5708,1.0000,0.0000,0.7120,0.5667,1.0000,0.0000,0.7154,0.5708,1.0000,0.0000
030302-20170417232530Lh,20170417232530Lh.jpeg,325,0,0,0.6204,0.8523,1.0000,0.0000,0.7640,0.8369,1.0000,0.0000,0.7717,0.8215,1.0000,0.0000
040102-20120726071914Th,20120726071914Th.jpeg,1460,0,0,0.7638,0.8082,1.0000,0.0000,0.7736,0.7959,1.0000,0.0000,0.7742,0.7904,1.0000,0.0000
010401-20141016195834Ch,20141016195834Ch.jpeg,594,0,0,0.5501,0.8822,1.0000,0.0000,0.5774,0.8636,1.0000,0.0000,0.6019,0.8603,1.0000,0.0000
030403-20150727082014Th,20150727082014Th.jpeg,302,0,0,0.3705,0.3079,1.0000,0.0000,0.5060,0.4868,1.0000,0.0000,0.5223,0.5232,1.0000,0.0000
050101-20130630070714Th,20130630070714Th.jpeg,491,0,0,0.6357,0.6680,1.0000,0.0000,0.6395,0.6395,1.0000,0.0000,0.6333,0.6314,1.0000,0.0000
060403-20130411115134Ch,20130411115134Ch.jpeg,2003,0,0,0.7665,0.7194,1.0000,0.0000,0.7208,0.6251,1.0000,0.0000,0.7324,0.6470,1.0000,0.0000
060403-20120813164714Mh,20120813164714Mh.jpeg,999,0,0,0.6780,0.6386,1.0000,0.0000,0.6396,0.5445,1.0000,0.0000,0.6413,0.5566,1.0000,0.0000
010202-20160223173514Mh,20160223173514Mh.jpeg,665,0,0,0.7287,0.9534,1.0000,0.0000,0.7513,0.9429,1.0000,0.0000,0.7489,0.9353,1.0000,0.0000
060403-20150113155654Bh,20150113155654Bh.jpeg,1703,0,0,0.7967,0.8344,1.0000,0.0000,0.7819,0.8009,1.0000,0.0000,0.7826,0.7980,1.0000,0.0000
010103-20190626025430Lh,20190626025430Lh.jpeg,44,0,0,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
020401-20171007133710Th,20171007133710Th.jpeg,101,0,0,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
010403-20130303063154Uh,20130303063154Uh.jpeg,191,0,0,0.6962,0.9058,1.0000,0.0000,0.7385,0.8796,1.0000,0.0000,0.7313,0.8691,1.0000,0.0000
010102-20131128192214Mh,20131128192214Mh.jpeg,2014,0,0,0.4902,0.3486,1.0000,0.0000,0.4613,0.3163,1.0000,0.0000,0.4518,0.3073,1.0000,0.0000
010103-20121109103634Ch,20121109103634Ch.jpeg,437,0,0,0.7826,0.9062,1.0000,0.0000,0.7559,0.7368,1.0000,0.0000,0.7275,0.6934,1.0000,0.0000
010402-20130517063134Lh,20130517063134Lh.jpeg,757,0,0,0.7019,0.7186,1.0000,0.0000,0.7194,0.6843,1.0000,0.0000,0.7199,0.6790,1.0000,0.0000
030403-20111115063134Lh,20111115063134Lh.jpeg,1472,0,0,0.7863,0.8811,1.0000,0.0000,0.7980,0.8628,1.0000,0.0000,0.8143,0.8505,1.0000,0.0000
020403-20110324082614Th,20110324082614Th.jpeg,92,0,0,0.4142,0.8261,1.0000,0.0000,0.4620,0.8261,1.0000,0.0000,0.4551,0.8261,1.0000,0.0000
010103-20180318020350Uh,20180318020350Uh.jpeg,101,0,0,0.8411,0.8911,1.0000,0.0000,0.7789,0.7327,1.0000,0.0000,0.6707,0.5446,1.0000,0.0000
040102-20160129225334Lh,20160129225334Lh.jpeg,1826,0,0,0.7201,0.6939,1.0000,0.0000,0.6963,0.6473,1.0000,0.0000,0.6880,0.6303,1.0000,0.0000
010203-20210201020330Lh,20210201020330Lh.jpeg,202,0,0,0.4483,0.5693,1.0000,0.0000,0.4330,0.5594,1.0000,0.0000,0.4631,0.5743,1.0000,0.0000
060102-20160724135554Bh,20160724135554Bh.jpeg,817,0,0,0.6682,0.7344,1.0000,0.0000,0.6797,0.7209,1.0000,0.0000,0.6975,0.7197,1.0000,0.0000
050101-20150421140454Bh,20150421140454Bh.jpeg,2005,0,0,0.8239,0.8539,1.0000,0.0000,0.8271,0.8409,1.0000,0.0000,0.8267,0.8304,1.0000,0.0000
010102-20131006075314Th,20131006075314Th.jpeg,1945,0,0,0.6755,0.6021,1.0000,0.0000,0.6800,0.5943,1.0000,0.0000,0.6815,0.5907,1.0000,0.0000
020101-20161013133734Ch,20161013133734Ch.jpeg,611,0,0,0.7341,0.7070,1.0000,0.0000,0.6519,0.5286,1.0000,0.0000,0.6489,0.5188,1.0000,0.0000
030302-20131109190514Mh,20131109190514Mh.jpeg,875,0,0,0.6623,0.8069,1.0000,0.0000,0.6740,0.8011,1.0000,0.0000,0.6810,0.7989,1.0000,0.0000
030401-20140922195854Bh,20140922195854Bh.jpeg,1204,0,0,0.8053,0.8140,1.0000,0.0000,0.8290,0.8314,1.0000,0.0000,0.8162,0.7965,1.0000,0.0000
010202-20140531195834Ch,20140531195834Ch.jpeg,250,0,0,0.4623,0.5280,1.0000,0.0000,0.5261,0.5240,1.0000,0.0000,0.5583,0.5360,1.0000,0.0000
040102-20161002225034Lh,20161002225034Lh.jpeg,422,0,0,0.5289,0.4336,1.0000,0.0000,0.5508,0.4431,1.0000,0.0000,0.5530,0.4573,1.0000,0.0000
010202-20120917142654Bh,20120917142654Bh.jpeg,527,0,0,0.7680,0.7097,1.0000,0.0000,0.7403,0.6546,1.0000,0.0000,0.7380,0.6546,1.0000,0.0000
060403-20160804133734Ch,20160804133734Ch.jpeg,932,0,0,0.7075,0.6749,1.0000,0.0000,0.8090,0.8133,1.0000,0.0000,0.8141,0.8197,1.0000,0.0000
030302-20110325171014Mh,20110325171014Mh.jpeg,71,0,0,0.7784,0.9155,1.0000,0.0000,0.7857,0.9296,1.0000,0.0000,0.7765,0.9296,1.0000,0.0000
010403-20110215083814Th,20110215083814Th.jpeg,556,0,0,0.5341,0.4856,1.0000,0.0000,0.5193,0.4586,1.0000,0.0000,0.5090,0.4568,1.0000,0.0000
010401-20130303063154Uh,20130303063154Uh.jpeg,182,0,0,0.6270,0.8407,1.0000,0.0000,0.6726,0.8242,1.0000,0.0000,0.6517,0.7967,1.0000,0.0000
060403-20131207084214Th,20131207084214Th.jpeg,1219,0,0,0.7467,0.7121,1.0000,0.0000,0.7513,0.6891,1.0000,0.0000,0.7407,0.6645,1.0000,0.0000
030302-20120306063154Uh,20120306063154Uh.jpeg,382,0,0,0.6685,0.6518,1.0000,0.0000,0.6535,0.6047,1.0000,0.0000,0.6648,0.6178,1.0000,0.0000
040401-20110728084714Th,20110728084714Th.jpeg,213,0,0,0.1027,0.1080,1.0000,0.0000,0.1003,0.0939,1.0000,0.0000,0.1685,0.1455,1.0000,0.0000
010401-20131107043054Uh,20131107043054Uh.jpeg,967,0,0,0.5376,0.6101,1.0000,0.0000,0.5397,0.5977,1.0000,0.0000,0.5389,0.5946,1.0000,0.0000
010101-20120603123034Ch,20120603123034Ch.jpeg,737,0,0,0.5915,0.5129,1.0000,0.0000,0.4791,0.3419,1.0000,0.0000,0.4640,0.3284,1.0000,0.0000
020401-20120403164114Mh,20120403164114Mh.jpeg,762,0,0,0.6408,0.5525,1.0000,0.0000,0.6281,0.5276,1.0000,0.0000,0.6249,0.5236,1.0000,0.0000
050101-20120720085114Th,20120720085114Th.jpeg,130,0,0,0.4742,0.7769,1.0000,0.0000,0.4890,0.6846,1.0000,0.0000,0.5414,0.7538,1.0000,0.0000
010403-20120131063154Uh,20120131063154Uh.jpeg,437,0,0,0.6634,0.6110,1.0000,0.0000,0.6692,0.6087,1.0000,0.0000,0.6718,0.6018,1.0000,0.0000
040303-20130828141354Bh,20130828141354Bh.jpeg,2615,0,0,0.8144,0.7989,1.0000,0.0000,0.8142,0.8088,1.0000,0.0000,0.8161,0.8122,1.0000,0.0000
060403-20160530234734Lh,20160530234734Lh.jpeg,554,0,0,0.6290,0.6426,1.0000,0.0000,0.6388,0.6065,1.0000,0.0000,0.6363,0.5921,1.0000,0.0000
010402-20141112195854Bh,20141112195854Bh.jpeg,1802,0,0,0.6889,0.5610,1.0000,0.0000,0.6592,0.5200,1.0000,0.0000,0.6573,0.5200,1.0000,0.0000
010101-20170103030554Uh,20170103030554Uh.jpeg,179,0,0,0.7317,0.7542,1.0000,0.0000,0.7297,0.7542,1.0000,0.0000,0.7258,0.7542,1.0000,0.0000
050103-20160617133654Bh,20160617133654Bh.jpeg,465,0,0,0.5688,0.8796,1.0000,0.0000,0.6076,0.8559,1.0000,0.0000,0.6244,0.8473,1.0000,0.0000
010403-20140205180154Bh,20140205180154Bh.jpeg,1127,0,0,0.7187,0.8492,1.0000,0.0000,0.7300,0.8314,1.0000,0.0000,0.7344,0.8172,1.0000,0.0000
010403-20111215063134Lh,20111215063134Lh.jpeg,778,0,0,0.8101,0.8419,1.0000,0.0000,0.8178,0.8162,1.0000,0.0000,0.8104,0.7776,1.0000,0.0000
010202-20121024164714Mh,20121024164714Mh.jpeg,1609,0,0,0.7483,0.7520,1.0000,0.0000,0.7555,0.7209,1.0000,0.0000,0.7492,0.7035,1.0000,0.0000
010101-20171101133730Ch,20171101133730Ch.jpeg,433,0,0,0.3662,0.2702,1.0000,0.0000,0.3533,0.2656,1.0000,0.0000,0.3625,0.2587,1.0000,0.0000
010101-20181023232430Lh,20181023232430Lh.jpeg,78,0,0,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
040401-20110509121334Ch,20110509121334Ch.jpeg,710,0,0,0.4951,0.6056,1.0000,0.0000,0.4801,0.5451,1.0000,0.0000,0.4931,0.5254,1.0000,0.0000
010201-20150819082014Th,20150819082014Th.jpeg,307,0,0,0.5954,0.5440,1.0000,0.0000,0.5884,0.5309,1.0000,0.0000,0.5617,0.4821,1.0000,0.0000
060403-20110621063134Lh,20110621063134Lh.jpeg,817,0,0,0.7424,0.8115,1.0000,0.0000,0.7466,0.7662,1.0000,0.0000,0.7390,0.7209,1.0000,0.0000
010202-20170222133710Th,20170222133710Th.jpeg,119,0,0,0.5138,0.7815,1.0000,0.0000,0.5449,0.8151,1.0000,0.0000,0.6309,0.8403,1.0000,0.0000
010302-20210624133950Bh,20210624133950Bh.jpeg,221,0,0,0.6437,0.5068,1.0000,0.0000,0.3296,0.1991,1.0000,0.0000,0.1191,0.0633,1.0000,0.0000
010403-20120703070814Th,20120703070814Th.jpeg,740,0,0,0.4524,0.8635,1.0000,0.0000,0.4624,0.8527,1.0000,0.0000,0.4779,0.8568,1.0000,0.0000
010403-20160810234034Lh,20160810234034Lh.jpeg,1055,0,0,0.6224,0.6351,1.0000,0.0000,0.6106,0.5991,1.0000,0.0000,0.6102,0.5943,1.0000,0.0000
020401-20111112193254Bh,20111112193254Bh.jpeg,1763,0,0,0.7573,0.7771,1.0000,0.0000,0.7559,0.7947,1.0000,0.0000,0.7726,0.7890,1.0000,0.0000
010101-20161129022454Uh,20161129022454Uh.jpeg,1783,0,0,0.6986,0.6046,1.0000,0.0000,0.6938,0.5838,1.0000,0.0000,0.6850,0.5721,1.0000,0.0000
010203-20130807073114Th,20130807073114Th.jpeg,1068,0,0,0.7517,0.8530,1.0000,0.0000,0.7602,0.8343,1.0000,0.0000,0.7630,0.8258,1.0000,0.0000
